"Notes"	"State"	"State Code"	"County"	"County Code"	"Gender"	"Gender Code"	"Single Race 6"	"Single Race 6 Code"	"Cause of death"	"Cause of death Code"	Deaths
	"New York"	"36"	"Livingston County, NY"	"36051"	"Male"	"M"	"White"	"2106-3"	"Bronchus or lung, unspecified - Malignant neoplasms"	"C34.9"	45
	"New York"	"36"	"Livingston County, NY"	"36051"	"Male"	"M"	"White"	"2106-3"	"Malignant melanoma of skin, unspecified - Malignant neoplasms"	"C43.9"	10
	"New York"	"36"	"Livingston County, NY"	"36051"	"Male"	"M"	"White"	"2106-3"	"Malignant neoplasm of prostate"	"C61"	16
	"New York"	"36"	"Livingston County, NY"	"36051"	"Male"	"M"	"White"	"2106-3"	"Malignant neoplasm without specification of site"	"C80"	13
	"New York"	"36"	"Livingston County, NY"	"36051"	"Male"	"M"	"White"	"2106-3"	"Unspecified diabetes mellitus, without complications"	"E14.9"	10
	"New York"	"36"	"Livingston County, NY"	"36051"	"Male"	"M"	"White"	"2106-3"	"Acute myocardial infarction, unspecified"	"I21.9"	40
	"New York"	"36"	"Livingston County, NY"	"36051"	"Male"	"M"	"White"	"2106-3"	"Atherosclerotic cardiovascular disease, so described"	"I25.0"	27
	"New York"	"36"	"Livingston County, NY"	"36051"	"Male"	"M"	"White"	"2106-3"	"Atherosclerotic heart disease"	"I25.1"	24
	"New York"	"36"	"Livingston County, NY"	"36051"	"Male"	"M"	"White"	"2106-3"	"Chronic obstructive pulmonary disease, unspecified"	"J44.9"	30
	"New York"	"36"	"Livingston County, NY"	"36051"	"Male"	"M"	"White"	"2106-3"	"Other ill-defined and unspecified causes of mortality"	"R99"	15
	"New York"	"36"	"Livingston County, NY"	"36051"	"Male"	"M"	"White"	"2106-3"	"COVID-19"	"U07.1"	38
	"New York"	"36"	"Livingston County, NY"	"36051"	"Male"	"M"	"White"	"2106-3"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	21
	"New York"	"36"	"Livingston County, NY"	"36051"	"Male"	"M"	"White"	"2106-3"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	11
	"New York"	"36"	"Livingston County, NY"	"36051"	"Male"	"M"	"White"	"2106-3"	"Intentional self-harm by other and unspecified firearm discharge"	"X74"	15
	"New York"	"36"	"Madison County, NY"	"36053"	"Female"	"F"	"White"	"2106-3"	"Pancreas, unspecified - Malignant neoplasms"	"C25.9"	13
	"New York"	"36"	"Madison County, NY"	"36053"	"Female"	"F"	"White"	"2106-3"	"Bronchus or lung, unspecified - Malignant neoplasms"	"C34.9"	57
	"New York"	"36"	"Madison County, NY"	"36053"	"Female"	"F"	"White"	"2106-3"	"Breast, unspecified - Malignant neoplasms"	"C50.9"	16
	"New York"	"36"	"Madison County, NY"	"36053"	"Female"	"F"	"White"	"2106-3"	"Malignant neoplasm without specification of site"	"C80"	10
	"New York"	"36"	"Madison County, NY"	"36053"	"Female"	"F"	"White"	"2106-3"	"Acute myocardial infarction, unspecified"	"I21.9"	13
	"New York"	"36"	"Madison County, NY"	"36053"	"Female"	"F"	"White"	"2106-3"	"Atherosclerotic heart disease"	"I25.1"	15
	"New York"	"36"	"Madison County, NY"	"36053"	"Female"	"F"	"White"	"2106-3"	"Pneumonia, unspecified"	"J18.9"	12
	"New York"	"36"	"Madison County, NY"	"36053"	"Female"	"F"	"White"	"2106-3"	"Chronic obstructive pulmonary disease, unspecified"	"J44.9"	31
	"New York"	"36"	"Madison County, NY"	"36053"	"Female"	"F"	"White"	"2106-3"	"COVID-19"	"U07.1"	22
	"New York"	"36"	"Madison County, NY"	"36053"	"Female"	"F"	"White"	"2106-3"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	11
	"New York"	"36"	"Madison County, NY"	"36053"	"Male"	"M"	"White"	"2106-3"	"Oesophagus, unspecified - Malignant neoplasms"	"C15.9"	16
	"New York"	"36"	"Madison County, NY"	"36053"	"Male"	"M"	"White"	"2106-3"	"Pancreas, unspecified - Malignant neoplasms"	"C25.9"	16
	"New York"	"36"	"Madison County, NY"	"36053"	"Male"	"M"	"White"	"2106-3"	"Bronchus or lung, unspecified - Malignant neoplasms"	"C34.9"	65
	"New York"	"36"	"Madison County, NY"	"36053"	"Male"	"M"	"White"	"2106-3"	"Malignant neoplasm of prostate"	"C61"	11
	"New York"	"36"	"Madison County, NY"	"36053"	"Male"	"M"	"White"	"2106-3"	"Malignant neoplasm without specification of site"	"C80"	14
	"New York"	"36"	"Madison County, NY"	"36053"	"Male"	"M"	"White"	"2106-3"	"Unspecified diabetes mellitus, without complications"	"E14.9"	15
	"New York"	"36"	"Madison County, NY"	"36053"	"Male"	"M"	"White"	"2106-3"	"Acute myocardial infarction, unspecified"	"I21.9"	23
	"New York"	"36"	"Madison County, NY"	"36053"	"Male"	"M"	"White"	"2106-3"	"Atherosclerotic cardiovascular disease, so described"	"I25.0"	21
	"New York"	"36"	"Madison County, NY"	"36053"	"Male"	"M"	"White"	"2106-3"	"Atherosclerotic heart disease"	"I25.1"	37
	"New York"	"36"	"Madison County, NY"	"36053"	"Male"	"M"	"White"	"2106-3"	"Stroke, not specified as haemorrhage or infarction"	"I64"	12
	"New York"	"36"	"Madison County, NY"	"36053"	"Male"	"M"	"White"	"2106-3"	"Chronic obstructive pulmonary disease, unspecified"	"J44.9"	28
	"New York"	"36"	"Madison County, NY"	"36053"	"Male"	"M"	"White"	"2106-3"	"Alcoholic cirrhosis of liver"	"K70.3"	10
	"New York"	"36"	"Madison County, NY"	"36053"	"Male"	"M"	"White"	"2106-3"	"COVID-19"	"U07.1"	29
	"New York"	"36"	"Madison County, NY"	"36053"	"Male"	"M"	"White"	"2106-3"	"Person injured in unspecified motor-vehicle accident, traffic"	"V89.2"	13
	"New York"	"36"	"Madison County, NY"	"36053"	"Male"	"M"	"White"	"2106-3"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	18
	"New York"	"36"	"Madison County, NY"	"36053"	"Male"	"M"	"White"	"2106-3"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	22
	"New York"	"36"	"Monroe County, NY"	"36055"	"Female"	"F"	"Black or African American"	"2054-5"	"Septicaemia, unspecified"	"A41.9"	11
	"New York"	"36"	"Monroe County, NY"	"36055"	"Female"	"F"	"Black or African American"	"2054-5"	"Colon, unspecified - Malignant neoplasms"	"C18.9"	22
	"New York"	"36"	"Monroe County, NY"	"36055"	"Female"	"F"	"Black or African American"	"2054-5"	"Liver cell carcinoma - Malignant neoplasms"	"C22.0"	10
	"New York"	"36"	"Monroe County, NY"	"36055"	"Female"	"F"	"Black or African American"	"2054-5"	"Pancreas, unspecified - Malignant neoplasms"	"C25.9"	24
	"New York"	"36"	"Monroe County, NY"	"36055"	"Female"	"F"	"Black or African American"	"2054-5"	"Bronchus or lung, unspecified - Malignant neoplasms"	"C34.9"	76
	"New York"	"36"	"Monroe County, NY"	"36055"	"Female"	"F"	"Black or African American"	"2054-5"	"Breast, unspecified - Malignant neoplasms"	"C50.9"	48
	"New York"	"36"	"Monroe County, NY"	"36055"	"Female"	"F"	"Black or African American"	"2054-5"	"Cervix uteri, unspecified - Malignant neoplasms"	"C53.9"	11
	"New York"	"36"	"Monroe County, NY"	"36055"	"Female"	"F"	"Black or African American"	"2054-5"	"Endometrium - Malignant neoplasms"	"C54.1"	17
	"New York"	"36"	"Monroe County, NY"	"36055"	"Female"	"F"	"Black or African American"	"2054-5"	"Malignant neoplasm of uterus, part unspecified"	"C55"	11
	"New York"	"36"	"Monroe County, NY"	"36055"	"Female"	"F"	"Black or African American"	"2054-5"	"Malignant neoplasm without specification of site"	"C80"	15
	"New York"	"36"	"Monroe County, NY"	"36055"	"Female"	"F"	"Black or African American"	"2054-5"	"Non-insulin-dependent diabetes mellitus, without complications"	"E11.9"	10
	"New York"	"36"	"Monroe County, NY"	"36055"	"Female"	"F"	"Black or African American"	"2054-5"	"Unspecified diabetes mellitus, without complications"	"E14.9"	32
	"New York"	"36"	"Monroe County, NY"	"36055"	"Female"	"F"	"Black or African American"	"2054-5"	"Other obesity"	"E66.8"	11
	"New York"	"36"	"Monroe County, NY"	"36055"	"Female"	"F"	"Black or African American"	"2054-5"	"Multiple sclerosis"	"G35"	10
	"New York"	"36"	"Monroe County, NY"	"36055"	"Female"	"F"	"Black or African American"	"2054-5"	"Essential (primary) hypertension"	"I10"	21
	"New York"	"36"	"Monroe County, NY"	"36055"	"Female"	"F"	"Black or African American"	"2054-5"	"Hypertensive heart disease without (congestive) heart failure"	"I11.9"	22
	"New York"	"36"	"Monroe County, NY"	"36055"	"Female"	"F"	"Black or African American"	"2054-5"	"Acute myocardial infarction, unspecified"	"I21.9"	61
	"New York"	"36"	"Monroe County, NY"	"36055"	"Female"	"F"	"Black or African American"	"2054-5"	"Atherosclerotic cardiovascular disease, so described"	"I25.0"	43
	"New York"	"36"	"Monroe County, NY"	"36055"	"Female"	"F"	"Black or African American"	"2054-5"	"Atherosclerotic heart disease"	"I25.1"	27
	"New York"	"36"	"Monroe County, NY"	"36055"	"Female"	"F"	"Black or African American"	"2054-5"	"Pulmonary embolism without mention of acute cor pulmonale"	"I26.9"	10
	"New York"	"36"	"Monroe County, NY"	"36055"	"Female"	"F"	"Black or African American"	"2054-5"	"Cardiovascular disease, unspecified"	"I51.6"	10
	"New York"	"36"	"Monroe County, NY"	"36055"	"Female"	"F"	"Black or African American"	"2054-5"	"Stroke, not specified as haemorrhage or infarction"	"I64"	15
	"New York"	"36"	"Monroe County, NY"	"36055"	"Female"	"F"	"Black or African American"	"2054-5"	"Pneumonia, unspecified"	"J18.9"	11
	"New York"	"36"	"Monroe County, NY"	"36055"	"Female"	"F"	"Black or African American"	"2054-5"	"Chronic obstructive pulmonary disease, unspecified"	"J44.9"	24
	"New York"	"36"	"Monroe County, NY"	"36055"	"Female"	"F"	"Black or African American"	"2054-5"	"Other and unspecified cirrhosis of liver"	"K74.6"	19
	"New York"	"36"	"Monroe County, NY"	"36055"	"Female"	"F"	"Black or African American"	"2054-5"	"Chronic kidney disease, stage 5"	"N18.5"	30
	"New York"	"36"	"Monroe County, NY"	"36055"	"Female"	"F"	"Black or African American"	"2054-5"	"Other ill-defined and unspecified causes of mortality"	"R99"	41
	"New York"	"36"	"Monroe County, NY"	"36055"	"Female"	"F"	"Black or African American"	"2054-5"	"COVID-19"	"U07.1"	91
	"New York"	"36"	"Monroe County, NY"	"36055"	"Female"	"F"	"Black or African American"	"2054-5"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	80
	"New York"	"36"	"Monroe County, NY"	"36055"	"Female"	"F"	"Black or African American"	"2054-5"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	23
	"New York"	"36"	"Monroe County, NY"	"36055"	"Female"	"F"	"Black or African American"	"2054-5"	"Assault by other and unspecified firearm discharge"	"X95"	12
	"New York"	"36"	"Monroe County, NY"	"36055"	"Female"	"F"	"White"	"2106-3"	"Enterocolitis due to Clostridium difficile"	"A04.7"	12
	"New York"	"36"	"Monroe County, NY"	"36055"	"Female"	"F"	"White"	"2106-3"	"Septicaemia, unspecified"	"A41.9"	48
	"New York"	"36"	"Monroe County, NY"	"36055"	"Female"	"F"	"White"	"2106-3"	"Oesophagus, unspecified - Malignant neoplasms"	"C15.9"	24
	"New York"	"36"	"Monroe County, NY"	"36055"	"Female"	"F"	"White"	"2106-3"	"Stomach, unspecified - Malignant neoplasms"	"C16.9"	16
	"New York"	"36"	"Monroe County, NY"	"36055"	"Female"	"F"	"White"	"2106-3"	"Colon, unspecified - Malignant neoplasms"	"C18.9"	70
	"New York"	"36"	"Monroe County, NY"	"36055"	"Female"	"F"	"White"	"2106-3"	"Malignant neoplasm of rectum"	"C20"	25
	"New York"	"36"	"Monroe County, NY"	"36055"	"Female"	"F"	"White"	"2106-3"	"Liver cell carcinoma - Malignant neoplasms"	"C22.0"	14
	"New York"	"36"	"Monroe County, NY"	"36055"	"Female"	"F"	"White"	"2106-3"	"Intrahepatic bile duct carcinoma - Malignant neoplasms"	"C22.1"	20
	"New York"	"36"	"Monroe County, NY"	"36055"	"Female"	"F"	"White"	"2106-3"	"Pancreas, unspecified - Malignant neoplasms"	"C25.9"	115
	"New York"	"36"	"Monroe County, NY"	"36055"	"Female"	"F"	"White"	"2106-3"	"Bronchus or lung, unspecified - Malignant neoplasms"	"C34.9"	329
	"New York"	"36"	"Monroe County, NY"	"36055"	"Female"	"F"	"White"	"2106-3"	"Malignant melanoma of skin, unspecified - Malignant neoplasms"	"C43.9"	16
	"New York"	"36"	"Monroe County, NY"	"36055"	"Female"	"F"	"White"	"2106-3"	"Connective and soft tissue, unspecified - Malignant neoplasms"	"C49.9"	12
	"New York"	"36"	"Monroe County, NY"	"36055"	"Female"	"F"	"White"	"2106-3"	"Breast, unspecified - Malignant neoplasms"	"C50.9"	201
	"New York"	"36"	"Monroe County, NY"	"36055"	"Female"	"F"	"White"	"2106-3"	"Cervix uteri, unspecified - Malignant neoplasms"	"C53.9"	18
	"New York"	"36"	"Monroe County, NY"	"36055"	"Female"	"F"	"White"	"2106-3"	"Endometrium - Malignant neoplasms"	"C54.1"	52
	"New York"	"36"	"Monroe County, NY"	"36055"	"Female"	"F"	"White"	"2106-3"	"Malignant neoplasm of uterus, part unspecified"	"C55"	33
	"New York"	"36"	"Monroe County, NY"	"36055"	"Female"	"F"	"White"	"2106-3"	"Malignant neoplasm of ovary"	"C56"	90
	"New York"	"36"	"Monroe County, NY"	"36055"	"Female"	"F"	"White"	"2106-3"	"Malignant neoplasm of kidney, except renal pelvis"	"C64"	21
	"New York"	"36"	"Monroe County, NY"	"36055"	"Female"	"F"	"White"	"2106-3"	"Bladder, unspecified - Malignant neoplasms"	"C67.9"	10
	"New York"	"36"	"Monroe County, NY"	"36055"	"Female"	"F"	"White"	"2106-3"	"Brain, unspecified - Malignant neoplasms"	"C71.9"	54
	"New York"	"36"	"Monroe County, NY"	"36055"	"Female"	"F"	"White"	"2106-3"	"Malignant neoplasm without specification of site"	"C80"	84
	"New York"	"36"	"Monroe County, NY"	"36055"	"Female"	"F"	"White"	"2106-3"	"Non-Hodgkin lymphoma large cell (diffuse)"	"C83.3"	13
	"New York"	"36"	"Monroe County, NY"	"36055"	"Female"	"F"	"White"	"2106-3"	"Multiple myeloma - Malignant neoplasms"	"C90.0"	17
	"New York"	"36"	"Monroe County, NY"	"36055"	"Female"	"F"	"White"	"2106-3"	"Acute myeloid leukaemia - Malignant neoplasms"	"C92.0"	20
	"New York"	"36"	"Monroe County, NY"	"36055"	"Female"	"F"	"White"	"2106-3"	"Malignant neoplasms of independent (primary) multiple sites"	"C97"	10
	"New York"	"36"	"Monroe County, NY"	"36055"	"Female"	"F"	"White"	"2106-3"	"Non-insulin-dependent diabetes mellitus, without complications"	"E11.9"	11
	"New York"	"36"	"Monroe County, NY"	"36055"	"Female"	"F"	"White"	"2106-3"	"Unspecified diabetes mellitus, with ketoacidosis"	"E14.1"	11
	"New York"	"36"	"Monroe County, NY"	"36055"	"Female"	"F"	"White"	"2106-3"	"Unspecified diabetes mellitus, with renal complications"	"E14.2"	11
	"New York"	"36"	"Monroe County, NY"	"36055"	"Female"	"F"	"White"	"2106-3"	"Unspecified diabetes mellitus, without complications"	"E14.9"	49
	"New York"	"36"	"Monroe County, NY"	"36055"	"Female"	"F"	"White"	"2106-3"	"Other obesity"	"E66.8"	14
	"New York"	"36"	"Monroe County, NY"	"36055"	"Female"	"F"	"White"	"2106-3"	"Hyperlipidaemia, unspecified"	"E78.5"	15
	"New York"	"36"	"Monroe County, NY"	"36055"	"Female"	"F"	"White"	"2106-3"	"Unspecified dementia"	"F03"	83
	"New York"	"36"	"Monroe County, NY"	"36055"	"Female"	"F"	"White"	"2106-3"	"Mental and behavioural disorders due to use of alcohol, harmful use"	"F10.1"	15
	"New York"	"36"	"Monroe County, NY"	"36055"	"Female"	"F"	"White"	"2106-3"	"Mental and behavioural disorders due to use of alcohol, dependence syndrome"	"F10.2"	28
	"New York"	"36"	"Monroe County, NY"	"36055"	"Female"	"F"	"White"	"2106-3"	"Motor neuron disease"	"G12.2"	30
	"New York"	"36"	"Monroe County, NY"	"36055"	"Female"	"F"	"White"	"2106-3"	"Parkinson disease"	"G20"	21
	"New York"	"36"	"Monroe County, NY"	"36055"	"Female"	"F"	"White"	"2106-3"	"Alzheimer disease, unspecified"	"G30.9"	26
	"New York"	"36"	"Monroe County, NY"	"36055"	"Female"	"F"	"White"	"2106-3"	"Multiple sclerosis"	"G35"	37
	"New York"	"36"	"Monroe County, NY"	"36055"	"Female"	"F"	"White"	"2106-3"	"Essential (primary) hypertension"	"I10"	21
	"New York"	"36"	"Monroe County, NY"	"36055"	"Female"	"F"	"White"	"2106-3"	"Hypertensive heart disease with (congestive) heart failure"	"I11.0"	14
	"New York"	"36"	"Monroe County, NY"	"36055"	"Female"	"F"	"White"	"2106-3"	"Hypertensive heart disease without (congestive) heart failure"	"I11.9"	21
	"New York"	"36"	"Monroe County, NY"	"36055"	"Female"	"F"	"White"	"2106-3"	"Acute myocardial infarction, unspecified"	"I21.9"	119
	"New York"	"36"	"Monroe County, NY"	"36055"	"Female"	"F"	"White"	"2106-3"	"Atherosclerotic cardiovascular disease, so described"	"I25.0"	113
	"New York"	"36"	"Monroe County, NY"	"36055"	"Female"	"F"	"White"	"2106-3"	"Atherosclerotic heart disease"	"I25.1"	87
	"New York"	"36"	"Monroe County, NY"	"36055"	"Female"	"F"	"White"	"2106-3"	"Pulmonary embolism without mention of acute cor pulmonale"	"I26.9"	27
	"New York"	"36"	"Monroe County, NY"	"36055"	"Female"	"F"	"White"	"2106-3"	"Other secondary pulmonary hypertension"	"I27.2"	13
	"New York"	"36"	"Monroe County, NY"	"36055"	"Female"	"F"	"White"	"2106-3"	"Cardiac arrhythmia, unspecified"	"I49.9"	10
	"New York"	"36"	"Monroe County, NY"	"36055"	"Female"	"F"	"White"	"2106-3"	"Congestive heart failure"	"I50.0"	36
	"New York"	"36"	"Monroe County, NY"	"36055"	"Female"	"F"	"White"	"2106-3"	"Heart failure, unspecified"	"I50.9"	16
	"New York"	"36"	"Monroe County, NY"	"36055"	"Female"	"F"	"White"	"2106-3"	"Cardiovascular disease, unspecified"	"I51.6"	18
	"New York"	"36"	"Monroe County, NY"	"36055"	"Female"	"F"	"White"	"2106-3"	"Subarachnoid haemorrhage, unspecified"	"I60.9"	14
	"New York"	"36"	"Monroe County, NY"	"36055"	"Female"	"F"	"White"	"2106-3"	"Intracerebral haemorrhage, unspecified"	"I61.9"	19
	"New York"	"36"	"Monroe County, NY"	"36055"	"Female"	"F"	"White"	"2106-3"	"Intracranial haemorrhage (nontraumatic), unspecified"	"I62.9"	14
	"New York"	"36"	"Monroe County, NY"	"36055"	"Female"	"F"	"White"	"2106-3"	"Cerebral infarction, unspecified"	"I63.9"	10
	"New York"	"36"	"Monroe County, NY"	"36055"	"Female"	"F"	"White"	"2106-3"	"Stroke, not specified as haemorrhage or infarction"	"I64"	41
	"New York"	"36"	"Monroe County, NY"	"36055"	"Female"	"F"	"White"	"2106-3"	"Peripheral vascular disease, unspecified"	"I73.9"	15
	"New York"	"36"	"Monroe County, NY"	"36055"	"Female"	"F"	"White"	"2106-3"	"Bacterial pneumonia, unspecified"	"J15.9"	17
	"New York"	"36"	"Monroe County, NY"	"36055"	"Female"	"F"	"White"	"2106-3"	"Pneumonia, unspecified"	"J18.9"	46
	"New York"	"36"	"Monroe County, NY"	"36055"	"Female"	"F"	"White"	"2106-3"	"Chronic obstructive pulmonary disease with acute lower respiratory infection"	"J44.0"	15
	"New York"	"36"	"Monroe County, NY"	"36055"	"Female"	"F"	"White"	"2106-3"	"Chronic obstructive pulmonary disease, unspecified"	"J44.9"	155
	"New York"	"36"	"Monroe County, NY"	"36055"	"Female"	"F"	"White"	"2106-3"	"Pneumonitis due to food and vomit"	"J69.0"	18
	"New York"	"36"	"Monroe County, NY"	"36055"	"Female"	"F"	"White"	"2106-3"	"Other interstitial pulmonary diseases with fibrosis"	"J84.1"	12
	"New York"	"36"	"Monroe County, NY"	"36055"	"Female"	"F"	"White"	"2106-3"	"Interstitial pulmonary disease, unspecified"	"J84.9"	21
	"New York"	"36"	"Monroe County, NY"	"36055"	"Female"	"F"	"White"	"2106-3"	"Vascular disorder of intestine, unspecified"	"K55.9"	12
	"New York"	"36"	"Monroe County, NY"	"36055"	"Female"	"F"	"White"	"2106-3"	"Alcoholic cirrhosis of liver"	"K70.3"	36
	"New York"	"36"	"Monroe County, NY"	"36055"	"Female"	"F"	"White"	"2106-3"	"Hepatic failure, unspecified"	"K72.9"	14
	"New York"	"36"	"Monroe County, NY"	"36055"	"Female"	"F"	"White"	"2106-3"	"Other and unspecified cirrhosis of liver"	"K74.6"	61
	"New York"	"36"	"Monroe County, NY"	"36055"	"Female"	"F"	"White"	"2106-3"	"Fatty (change of) liver, not elsewhere classified"	"K76.0"	20
	"New York"	"36"	"Monroe County, NY"	"36055"	"Female"	"F"	"White"	"2106-3"	"Liver disease, unspecified"	"K76.9"	18
	"New York"	"36"	"Monroe County, NY"	"36055"	"Female"	"F"	"White"	"2106-3"	"Gastrointestinal haemorrhage, unspecified"	"K92.2"	13
	"New York"	"36"	"Monroe County, NY"	"36055"	"Female"	"F"	"White"	"2106-3"	"Acute renal failure, unspecified"	"N17.9"	13
	"New York"	"36"	"Monroe County, NY"	"36055"	"Female"	"F"	"White"	"2106-3"	"Chronic kidney disease, stage 5"	"N18.5"	53
	"New York"	"36"	"Monroe County, NY"	"36055"	"Female"	"F"	"White"	"2106-3"	"Urinary tract infection, site not specified"	"N39.0"	12
	"New York"	"36"	"Monroe County, NY"	"36055"	"Female"	"F"	"White"	"2106-3"	"Other lack of expected normal physiological development"	"R62.8"	13
	"New York"	"36"	"Monroe County, NY"	"36055"	"Female"	"F"	"White"	"2106-3"	"Other ill-defined and unspecified causes of mortality"	"R99"	39
	"New York"	"36"	"Monroe County, NY"	"36055"	"Female"	"F"	"White"	"2106-3"	"COVID-19"	"U07.1"	193
	"New York"	"36"	"Monroe County, NY"	"36055"	"Female"	"F"	"White"	"2106-3"	"Pedestrian injured in traffic accident involving other and unspecified motor vehicles"	"V09.2"	12
	"New York"	"36"	"Monroe County, NY"	"36055"	"Female"	"F"	"White"	"2106-3"	"Person injured in collision between other specified motor vehicles (traffic)"	"V87.7"	10
	"New York"	"36"	"Monroe County, NY"	"36055"	"Female"	"F"	"White"	"2106-3"	"Person injured in unspecified motor-vehicle accident, traffic"	"V89.2"	11
	"New York"	"36"	"Monroe County, NY"	"36055"	"Female"	"F"	"White"	"2106-3"	"Other fall on same level"	"W18"	18
	"New York"	"36"	"Monroe County, NY"	"36055"	"Female"	"F"	"White"	"2106-3"	"Unspecified fall"	"W19"	15
	"New York"	"36"	"Monroe County, NY"	"36055"	"Female"	"F"	"White"	"2106-3"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	128
	"New York"	"36"	"Monroe County, NY"	"36055"	"Female"	"F"	"White"	"2106-3"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	95
	"New York"	"36"	"Monroe County, NY"	"36055"	"Female"	"F"	"White"	"2106-3"	"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X64"	23
	"New York"	"36"	"Monroe County, NY"	"36055"	"Female"	"F"	"White"	"2106-3"	"Intentional self-harm by hanging, strangulation and suffocation"	"X70"	19
	"New York"	"36"	"Monroe County, NY"	"36055"	"Male"	"M"	"Black or African American"	"2054-5"	"Stomach, unspecified - Malignant neoplasms"	"C16.9"	12
	"New York"	"36"	"Monroe County, NY"	"36055"	"Male"	"M"	"Black or African American"	"2054-5"	"Colon, unspecified - Malignant neoplasms"	"C18.9"	28
	"New York"	"36"	"Monroe County, NY"	"36055"	"Male"	"M"	"Black or African American"	"2054-5"	"Liver cell carcinoma - Malignant neoplasms"	"C22.0"	18
	"New York"	"36"	"Monroe County, NY"	"36055"	"Male"	"M"	"Black or African American"	"2054-5"	"Pancreas, unspecified - Malignant neoplasms"	"C25.9"	27
	"New York"	"36"	"Monroe County, NY"	"36055"	"Male"	"M"	"Black or African American"	"2054-5"	"Bronchus or lung, unspecified - Malignant neoplasms"	"C34.9"	89
	"New York"	"36"	"Monroe County, NY"	"36055"	"Male"	"M"	"Black or African American"	"2054-5"	"Malignant neoplasm of prostate"	"C61"	22
	"New York"	"36"	"Monroe County, NY"	"36055"	"Male"	"M"	"Black or African American"	"2054-5"	"Malignant neoplasm without specification of site"	"C80"	30
	"New York"	"36"	"Monroe County, NY"	"36055"	"Male"	"M"	"Black or African American"	"2054-5"	"Non-insulin-dependent diabetes mellitus, without complications"	"E11.9"	11
	"New York"	"36"	"Monroe County, NY"	"36055"	"Male"	"M"	"Black or African American"	"2054-5"	"Unspecified diabetes mellitus, with renal complications"	"E14.2"	18
	"New York"	"36"	"Monroe County, NY"	"36055"	"Male"	"M"	"Black or African American"	"2054-5"	"Unspecified diabetes mellitus, without complications"	"E14.9"	27
	"New York"	"36"	"Monroe County, NY"	"36055"	"Male"	"M"	"Black or African American"	"2054-5"	"Other obesity"	"E66.8"	10
	"New York"	"36"	"Monroe County, NY"	"36055"	"Male"	"M"	"Black or African American"	"2054-5"	"Unspecified dementia"	"F03"	10
	"New York"	"36"	"Monroe County, NY"	"36055"	"Male"	"M"	"Black or African American"	"2054-5"	"Mental and behavioural disorders due to use of alcohol, harmful use"	"F10.1"	19
	"New York"	"36"	"Monroe County, NY"	"36055"	"Male"	"M"	"Black or African American"	"2054-5"	"Mental and behavioural disorders due to use of alcohol, dependence syndrome"	"F10.2"	17
	"New York"	"36"	"Monroe County, NY"	"36055"	"Male"	"M"	"Black or African American"	"2054-5"	"Essential (primary) hypertension"	"I10"	13
	"New York"	"36"	"Monroe County, NY"	"36055"	"Male"	"M"	"Black or African American"	"2054-5"	"Hypertensive heart disease with (congestive) heart failure"	"I11.0"	10
	"New York"	"36"	"Monroe County, NY"	"36055"	"Male"	"M"	"Black or African American"	"2054-5"	"Hypertensive heart disease without (congestive) heart failure"	"I11.9"	21
	"New York"	"36"	"Monroe County, NY"	"36055"	"Male"	"M"	"Black or African American"	"2054-5"	"Hypertensive renal disease with renal failure"	"I12.0"	12
	"New York"	"36"	"Monroe County, NY"	"36055"	"Male"	"M"	"Black or African American"	"2054-5"	"Acute myocardial infarction, unspecified"	"I21.9"	69
	"New York"	"36"	"Monroe County, NY"	"36055"	"Male"	"M"	"Black or African American"	"2054-5"	"Atherosclerotic cardiovascular disease, so described"	"I25.0"	90
	"New York"	"36"	"Monroe County, NY"	"36055"	"Male"	"M"	"Black or African American"	"2054-5"	"Atherosclerotic heart disease"	"I25.1"	37
	"New York"	"36"	"Monroe County, NY"	"36055"	"Male"	"M"	"Black or African American"	"2054-5"	"Pulmonary embolism without mention of acute cor pulmonale"	"I26.9"	12
	"New York"	"36"	"Monroe County, NY"	"36055"	"Male"	"M"	"Black or African American"	"2054-5"	"Cardiomyopathy, unspecified"	"I42.9"	18
	"New York"	"36"	"Monroe County, NY"	"36055"	"Male"	"M"	"Black or African American"	"2054-5"	"Congestive heart failure"	"I50.0"	16
	"New York"	"36"	"Monroe County, NY"	"36055"	"Male"	"M"	"Black or African American"	"2054-5"	"Cardiovascular disease, unspecified"	"I51.6"	19
	"New York"	"36"	"Monroe County, NY"	"36055"	"Male"	"M"	"Black or African American"	"2054-5"	"Stroke, not specified as haemorrhage or infarction"	"I64"	27
